Rome,2837,41.9028,12.4964
Milan,1366,45.4642,9.1900
Naples,959,40.8522,14.2681
Turin,878,45.0703,7.6869
Palermo,675,38.1157,13.3615
Genoa,583,44.4056,8.9463
Bologna,393,44.4949,11.3426
Florence,383,43.7696,11.2558
Bari,325,41.1171,16.8719
Catania,311,37.5079,15.0830
Venice,260,45.4408,12.3155
Verona,257,45.4384,10.9916
Messina,236,38.1938,15.5540
Padua,209,45.4064,11.8768
Trieste,200,45.6495,13.7768
